in:Length,in:Stiffness index,in:Strength class,in:CC Height,out:Transverse flexibility Te,out:Transverse flexibility,img
8,43,C24,195,42.663467,42.677,Length8_Stiffnessindex43_StrengthclassC24_CCHeight195_GH_Print.png
3,64,C24,195,0.99592,0.996,Length3_Stiffnessindex64_StrengthclassC24_CCHeight195_GH_Print.png
4,64,C24,195,2.839354,2.84,Length4_Stiffnessindex64_StrengthclassC24_CCHeight195_GH_Print.png
5,64,C24,195,6.583691,6.586,Length5_Stiffnessindex64_StrengthclassC24_CCHeight195_GH_Print.png
6,64,C24,195,13.259589,13.264,Length6_Stiffnessindex64_StrengthclassC24_CCHeight195_GH_Print.png
7,64,C24,195,24.126739,24.134,Length7_Stiffnessindex64_StrengthclassC24_CCHeight195_GH_Print.png
8,64,C24,195,40.673866,40.687,Length8_Stiffnessindex64_StrengthclassC24_CCHeight195_GH_Print.png
3,0,C27,195,3.511277,3.512,Length3_Stiffnessindex0_StrengthclassC27_CCHeight195_GH_Print.png
4,0,C27,195,10.801967,10.804,Length4_Stiffnessindex0_StrengthclassC27_CCHeight195_GH_Print.png
5,0,C27,195,26.038178,26.043,Length5_Stiffnessindex0_StrengthclassC27_CCHeight195_GH_Print.png
6,0,C27,195,53.616761,53.628,Length6_Stiffnessindex0_StrengthclassC27_CCHeight195_GH_Print.png
7,0,C27,195,98.911645,98.931,Length7_Stiffnessindex0_StrengthclassC27_CCHeight195_GH_Print.png
8,0,C27,195,168.273834,168.307,Length8_Stiffnessindex0_StrengthclassC27_CCHeight195_GH_Print.png
3,1,C27,195,2.631877,2.632,Length3_Stiffnessindex1_StrengthclassC27_CCHeight195_GH_Print.png
4,1,C27,195,8.022629,8.024,Length4_Stiffnessindex1_StrengthclassC27_CCHeight195_GH_Print.png
5,1,C27,195,19.252686,19.257,Length5_Stiffnessindex1_StrengthclassC27_CCHeight195_GH_Print.png
6,1,C27,195,39.546365,39.555,Length6_Stiffnessindex1_StrengthclassC27_CCHeight195_GH_Print.png
7,1,C27,195,72.844499,72.86,Length7_Stiffnessindex1_StrengthclassC27_CCHeight195_GH_Print.png
8,1,C27,195,123.804435,123.831,Length8_Stiffnessindex1_StrengthclassC27_CCHeight195_GH_Print.png
3,3,C27,195,1.854733,1.855,Length3_Stiffnessindex3_StrengthclassC27_CCHeight195_GH_Print.png
4,3,C27,195,5.566471,5.568,Length4_Stiffnessindex3_StrengthclassC27_CCHeight195_GH_Print.png
5,3,C27,195,13.256205,13.259,Length5_Stiffnessindex3_StrengthclassC27_CCHeight195_GH_Print.png
6,3,C27,195,27.112062,27.118,Length6_Stiffnessindex3_StrengthclassC27_CCHeight195_GH_Print.png
7,3,C27,195,49.808417,49.82,Length7_Stiffnessindex3_StrengthclassC27_CCHeight195_GH_Print.png
8,3,C27,195,84.505896,84.526,Length8_Stiffnessindex3_StrengthclassC27_CCHeight195_GH_Print.png
3,8,C27,195,1.400718,1.401,Length3_Stiffnessindex8_StrengthclassC27_CCHeight195_GH_Print.png
4,8,C27,195,4.131557,4.133,Length4_Stiffnessindex8_StrengthclassC27_CCHeight195_GH_Print.png
5,8,C27,195,9.752998,9.755,Length5_Stiffnessindex8_StrengthclassC27_CCHeight195_GH_Print.png
6,8,C27,195,19.847811,19.853,Length6_Stiffnessindex8_StrengthclassC27_CCHeight195_GH_Print.png
7,8,C27,195,36.350496,36.36,Length7_Stiffnessindex8_StrengthclassC27_CCHeight195_GH_Print.png
8,8,C27,195,61.547276,61.563,Length8_Stiffnessindex8_StrengthclassC27_CCHeight195_GH_Print.png
3,16,C27,195,1.172448,1.173,Length3_Stiffnessindex16_StrengthclassC27_CCHeight195_GH_Print.png
4,16,C27,195,3.410112,3.411,Length4_Stiffnessindex16_StrengthclassC27_CCHeight195_GH_Print.png
5,16,C27,195,7.991657,7.994,Length5_Stiffnessindex16_StrengthclassC27_CCHeight195_GH_Print.png
6,16,C27,195,16.195496,16.2,Length6_Stiffnessindex16_StrengthclassC27_CCHeight195_GH_Print.png
7,16,C27,195,29.58413,29.592,Length7_Stiffnessindex16_StrengthclassC27_CCHeight195_GH_Print.png
8,16,C27,195,50.004155,50.018,Length8_Stiffnessindex16_StrengthclassC27_CCHeight195_GH_Print.png
3,27,C27,195,1.055023,1.055,Length3_Stiffnessindex27_StrengthclassC27_CCHeight195_GH_Print.png
4,27,C27,195,3.03899,3.04,Length4_Stiffnessindex27_StrengthclassC27_CCHeight195_GH_Print.png
5,27,C27,195,7.085598,7.088,Length5_Stiffnessindex27_StrengthclassC27_CCHeight195_GH_Print.png
6,27,C27,195,14.31669,14.321,Length6_Stiffnessindex27_StrengthclassC27_CCHeight195_GH_Print.png
7,27,C27,195,26.103411,26.111,Length7_Stiffnessindex27_StrengthclassC27_CCHeight195_GH_Print.png
8,27,C27,195,44.066201,44.079,Length8_Stiffnessindex27_StrengthclassC27_CCHeight195_GH_Print.png
3,43,C27,195,0.990658,0.991,Length3_Stiffnessindex43_StrengthclassC27_CCHeight195_GH_Print.png
4,43,C27,195,2.835565,2.836,Length4_Stiffnessindex43_StrengthclassC27_CCHeight195_GH_Print.png
5,43,C27,195,6.588955,6.591,Length5_Stiffnessindex43_StrengthclassC27_CCHeight195_GH_Print.png
6,43,C27,195,13.286852,13.291,Length6_Stiffnessindex43_StrengthclassC27_CCHeight195_GH_Print.png
7,43,C27,195,24.195509,24.203,Length7_Stiffnessindex43_StrengthclassC27_CCHeight195_GH_Print.png
8,43,C27,195,40.811405,40.824,Length8_Stiffnessindex43_StrengthclassC27_CCHeight195_GH_Print.png
3,64,C27,195,0.953023,0.953,Length3_Stiffnessindex64_StrengthclassC27_CCHeight195_GH_Print.png
4,64,C27,195,2.716622,2.717,Length4_Stiffnessindex64_StrengthclassC27_CCHeight195_GH_Print.png
5,64,C27,195,6.298566,6.3,Length5_Stiffnessindex64_StrengthclassC27_CCHeight195_GH_Print.png
6,64,C27,195,12.684701,12.689,Length6_Stiffnessindex64_StrengthclassC27_CCHeight195_GH_Print.png
7,64,C27,195,23.079949,23.087,Length7_Stiffnessindex64_StrengthclassC27_CCHeight195_GH_Print.png
8,64,C27,195,38.908309,38.92,Length8_Stiffnessindex64_StrengthclassC27_CCHeight195_GH_Print.png
3,0,C30,195,3.36533,3.366,Length3_Stiffnessindex0_StrengthclassC30_CCHeight195_GH_Print.png
4,0,C30,195,10.352518,10.355,Length4_Stiffnessindex0_StrengthclassC30_CCHeight195_GH_Print.png
5,0,C30,195,24.954243,24.959,Length5_Stiffnessindex0_StrengthclassC30_CCHeight195_GH_Print.png
6,0,C30,195,51.384154,51.394,Length6_Stiffnessindex0_StrengthclassC30_CCHeight195_GH_Print.png
7,0,C30,195,94.792265,94.811,Length7_Stiffnessindex0_StrengthclassC30_CCHeight195_GH_Print.png
8,0,C30,195,161.264956,161.297,Length8_Stiffnessindex0_StrengthclassC30_CCHeight195_GH_Print.png
3,1,C30,195,2.522572,2.523,Length3_Stiffnessindex1_StrengthclassC30_CCHeight195_GH_Print.png
4,1,C30,195,7.688986,7.691,Length4_Stiffnessindex1_StrengthclassC30_CCHeight195_GH_Print.png
5,1,C30,195,18.45148,18.455,Length5_Stiffnessindex1_StrengthclassC30_CCHeight195_GH_Print.png
6,1,C30,195,37.900024,37.908,Length6_Stiffnessindex1_StrengthclassC30_CCHeight195_GH_Print.png
7,1,C30,195,69.81125,69.826,Length7_Stiffnessindex1_StrengthclassC30_CCHeight195_GH_Print.png
8,1,C30,195,118.648449,118.674,Length8_Stiffnessindex1_StrengthclassC30_CCHeight195_GH_Print.png
3,3,C30,195,1.777809,1.778,Length3_Stiffnessindex3_StrengthclassC30_CCHeight195_GH_Print.png
4,3,C30,195,5.335167,5.336,Length4_Stiffnessindex3_StrengthclassC30_CCHeight195_GH_Print.png
5,3,C30,195,12.704852,12.708,Length5_Stiffnessindex3_StrengthclassC30_CCHeight195_GH_Print.png
6,3,C30,195,25.983817,25.99,Length6_Stiffnessindex3_StrengthclassC30_CCHeight195_GH_Print.png
7,3,C30,195,47.735005,47.746,Length7_Stiffnessindex3_StrengthclassC30_CCHeight195_GH_Print.png
8,3,C30,195,80.987349,81.006,Length8_Stiffnessindex3_StrengthclassC30_CCHeight195_GH_Print.png
3,8,C30,195,1.34271,1.343,Length3_Stiffnessindex8_StrengthclassC30_CCHeight195_GH_Print.png
4,8,C30,195,3.960042,3.961,Length4_Stiffnessindex8_StrengthclassC30_CCHeight195_GH_Print.png
5,8,C30,195,9.347612,9.35,Length5_Stiffnessindex8_StrengthclassC30_CCHeight195_GH_Print.png
6,8,C30,195,19.022243,19.027,Length6_Stiffnessindex8_StrengthclassC30_CCHeight195_GH_Print.png
7,8,C30,195,34.83783,34.847,Length7_Stiffnessindex8_StrengthclassC30_CCHeight195_GH_Print.png
8,8,C30,195,58.985338,59.001,Length8_Stiffnessindex8_StrengthclassC30_CCHeight195_GH_Print.png
3,16,C30,195,1.123952,1.124,Length3_Stiffnessindex16_StrengthclassC30_CCHeight195_GH_Print.png
4,16,C30,195,3.268657,3.27,Length4_Stiffnessindex16_StrengthclassC30_CCHeight195_GH_Print.png
5,16,C30,195,7.659661,7.662,Length5_Stiffnessindex16_StrengthclassC30_CCHeight195_GH_Print.png
6,16,C30,195,15.522108,15.526,Length6_Stiffnessindex16_StrengthclassC30_CCHeight195_GH_Print.png
7,16,C30,195,28.353397,28.361,Length7_Stiffnessindex16_StrengthclassC30_CCHeight195_GH_Print.png
8,16,C30,195,47.923181,47.937,Length8_Stiffnessindex16_StrengthclassC30_CCHeight195_GH_Print.png
3,27,C30,195,1.011419,1.012,Length3_Stiffnessindex27_StrengthclassC30_CCHeight195_GH_Print.png
4,27,C30,195,2.912998,2.914,Length4_Stiffnessindex27_StrengthclassC30_CCHeight195_GH_Print.png
5,27,C30,195,6.791353,6.793,Length5_Stiffnessindex27_StrengthclassC30_CCHeight195_GH_Print.png
6,27,C30,195,13.721586,13.726,Length6_Stiffnessindex27_StrengthclassC30_CCHeight195_GH_Print.png
7,27,C30,195,25.017707,25.025,Length7_Stiffnessindex27_StrengthclassC30_CCHeight195_GH_Print.png
8,27,C30,195,42.232642,42.245,Length8_Stiffnessindex27_StrengthclassC30_CCHeight195_GH_Print.png
3,43,C30,195,0.949736,0.95,Length3_Stiffnessindex43_StrengthclassC30_CCHeight195_GH_Print.png
4,43,C30,195,2.71805,2.719,Length4_Stiffnessindex43_StrengthclassC30_CCHeight195_GH_Print.png
5,43,C30,195,6.315404,6.317,Length5_Stiffnessindex43_StrengthclassC30_CCHeight195_GH_Print.png
6,43,C30,195,12.734658,12.739,Length6_Stiffnessindex43_StrengthclassC30_CCHeight195_GH_Print.png
7,43,C30,195,23.189301,23.196,Length7_Stiffnessindex43_StrengthclassC30_CCHeight195_GH_Print.png
8,43,C30,195,39.113462,39.125,Length8_Stiffnessindex43_StrengthclassC30_CCHeight195_GH_Print.png
3,64,C30,195,0.91367,0.914,Length3_Stiffnessindex64_StrengthclassC30_CCHeight195_GH_Print.png
4,64,C30,195,2.604062,2.605,Length4_Stiffnessindex64_StrengthclassC30_CCHeight195_GH_Print.png
5,64,C30,195,6.037114,6.039,Length5_Stiffnessindex64_StrengthclassC30_CCHeight195_GH_Print.png
6,64,C30,195,12.157596,12.161,Length6_Stiffnessindex64_StrengthclassC30_CCHeight195_GH_Print.png
7,64,C30,195,22.120223,22.127,Length7_Stiffnessindex64_StrengthclassC30_CCHeight195_GH_Print.png
8,64,C30,195,37.289661,37.301,Length8_Stiffnessindex64_StrengthclassC30_CCHeight195_GH_Print.png
3,0,C45,195,2.691827,2.692,Length3_Stiffnessindex0_StrengthclassC45_CCHeight195_GH_Print.png
4,0,C45,195,8.281239,8.283,Length4_Stiffnessindex0_StrengthclassC45_CCHeight195_GH_Print.png
5,0,C45,195,19.962182,19.966,Length5_Stiffnessindex0_StrengthclassC45_CCHeight195_GH_Print.png
6,0,C45,195,41.105578,41.114,Length6_Stiffnessindex0_StrengthclassC45_CCHeight195_GH_Print.png
7,0,C45,195,75.831436,75.847,Length7_Stiffnessindex0_StrengthclassC45_CCHeight195_GH_Print.png
8,0,C45,195,129.008862,129.035,Length8_Stiffnessindex0_StrengthclassC45_CCHeight195_GH_Print.png
3,1,C45,195,2.017621,2.018,Length3_Stiffnessindex1_StrengthclassC45_CCHeight195_GH_Print.png
4,1,C45,195,6.150413,6.152,Length4_Stiffnessindex1_StrengthclassC45_CCHeight195_GH_Print.png
5,1,C45,195,14.759972,14.763,Length5_Stiffnessindex1_StrengthclassC45_CCHeight195_GH_Print.png
6,1,C45,195,30.318274,30.325,Length6_Stiffnessindex1_StrengthclassC45_CCHeight195_GH_Print.png
7,1,C45,195,55.846624,55.859,Length7_Stiffnessindex1_StrengthclassC45_CCHeight195_GH_Print.png
8,1,C45,195,94.915656,94.936,Length8_Stiffnessindex1_StrengthclassC45_CCHeight195_GH_Print.png
3,3,C45,195,1.421811,1.422,Length3_Stiffnessindex3_StrengthclassC45_CCHeight195_GH_Print.png
4,3,C45,195,4.267358,4.268,Length4_Stiffnessindex3_StrengthclassC45_CCHeight195_GH_Print.png
5,3,C45,195,10.16267,10.165,Length5_Stiffnessindex3_StrengthclassC45_CCHeight195_GH_Print.png
6,3,C45,195,20.785308,20.79,Length6_Stiffnessindex3_StrengthclassC45_CCHeight195_GH_Print.png
7,3,C45,195,38.185628,38.195,Length7_Stiffnessindex3_StrengthclassC45_CCHeight195_GH_Print.png
8,3,C45,195,64.786776,64.802,Length8_Stiffnessindex3_StrengthclassC45_CCHeight195_GH_Print.png
3,8,C45,195,1.073732,1.074,Length3_Stiffnessindex8_StrengthclassC45_CCHeight195_GH_Print.png
4,8,C45,195,3.167258,3.168,Length4_Stiffnessindex8_StrengthclassC45_CCHeight195_GH_Print.png
5,8,C45,195,7.476877,7.479,Length5_Stiffnessindex8_StrengthclassC45_CCHeight195_GH_Print.png
6,8,C45,195,15.216049,15.22,Length6_Stiffnessindex8_StrengthclassC45_CCHeight195_GH_Print.png
7,8,C45,195,27.867888,27.875,Length7_Stiffnessindex8_StrengthclassC45_CCHeight195_GH_Print.png
8,8,C45,195,47.185167,47.197,Length8_Stiffnessindex8_StrengthclassC45_CCHeight195_GH_Print.png
3,16,C45,195,0.898725,0.899,Length3_Stiffnessindex16_StrengthclassC45_CCHeight195_GH_Print.png
4,16,C45,195,2.61415,2.615,Length4_Stiffnessindex16_StrengthclassC45_CCHeight195_GH_Print.png
5,16,C45,195,6.126516,6.128,Length5_Stiffnessindex16_StrengthclassC45_CCHeight195_GH_Print.png
6,16,C45,195,12.415941,12.419,Length6_Stiffnessindex16_StrengthclassC45_CCHeight195_GH_Print.png
7,16,C45,195,22.680341,22.687,Length7_Stiffnessindex16_StrengthclassC45_CCHeight195_GH_Print.png
8,16,C45,195,38.335441,38.346,Length8_Stiffnessindex16_StrengthclassC45_CCHeight195_GH_Print.png
3,27,C45,195,0.808699,0.809,Length3_Stiffnessindex27_StrengthclassC45_CCHeight195_GH_Print.png
4,27,C45,195,2.329623,2.33,Length4_Stiffnessindex27_StrengthclassC45_CCHeight195_GH_Print.png
5,27,C45,195,5.431871,5.433,Length5_Stiffnessindex27_StrengthclassC45_CCHeight195_GH_Print.png
6,27,C45,195,10.975523,10.979,Length6_Stiffnessindex27_StrengthclassC45_CCHeight195_GH_Print.png
7,27,C45,195,20.01179,20.018,Length7_Stiffnessindex27_StrengthclassC45_CCHeight195_GH_Print.png
8,27,C45,195,33.78301,33.793,Length8_Stiffnessindex27_StrengthclassC45_CCHeight195_GH_Print.png
3,43,C45,195,0.759353,0.76,Length3_Stiffnessindex43_StrengthclassC45_CCHeight195_GH_Print.png
4,43,C45,195,2.173664,2.174,Length4_Stiffnessindex43_StrengthclassC45_CCHeight195_GH_Print.png
5,43,C45,195,5.051111,5.053,Length5_Stiffnessindex43_StrengthclassC45_CCHeight195_GH_Print.png
6,43,C45,195,10.185981,10.189,Length6_Stiffnessindex43_StrengthclassC45_CCHeight195_GH_Print.png
7,43,C45,195,18.549065,18.555,Length7_Stiffnessindex43_StrengthclassC45_CCHeight195_GH_Print.png
8,43,C45,195,31.287667,31.297,Length8_Stiffnessindex43_StrengthclassC45_CCHeight195_GH_Print.png
3,64,C45,195,0.7305,0.731,Length3_Stiffnessindex64_StrengthclassC45_CCHeight195_GH_Print.png
4,64,C45,195,2.082474,2.083,Length4_Stiffnessindex64_StrengthclassC45_CCHeight195_GH_Print.png
5,64,C45,195,4.828479,4.83,Length5_Stiffnessindex64_StrengthclassC45_CCHeight195_GH_Print.png
6,64,C45,195,9.724331,9.727,Length6_Stiffnessindex64_StrengthclassC45_CCHeight195_GH_Print.png
7,64,C45,195,17.693802,17.699,Length7_Stiffnessindex64_StrengthclassC45_CCHeight195_GH_Print.png
8,64,C45,195,29.828626,29.838,Length8_Stiffnessindex64_StrengthclassC45_CCHeight195_GH_Print.png
3,0,C14,220,4.082446,4.083,Length3_Stiffnessindex0_StrengthclassC14_CCHeight220_GH_Print.png
4,0,C14,220,12.474089,12.477,Length4_Stiffnessindex0_StrengthclassC14_CCHeight220_GH_Print.png
5,0,C14,220,29.970156,29.976,Length5_Stiffnessindex0_StrengthclassC14_CCHeight220_GH_Print.png
6,0,C14,220,61.600752,61.613,Length6_Stiffnessindex0_StrengthclassC14_CCHeight220_GH_Print.png
7,0,C14,220,113.513788,113.536,Length7_Stiffnessindex0_StrengthclassC14_CCHeight220_GH_Print.png
8,0,C14,220,192.974975,193.013,Length8_Stiffnessindex0_StrengthclassC14_CCHeight220_GH_Print.png
3,1,C14,220,3.07639,3.077,Length3_Stiffnessindex1_StrengthclassC14_CCHeight220_GH_Print.png
4,1,C14,220,9.294457,9.296,Length4_Stiffnessindex1_StrengthclassC14_CCHeight220_GH_Print.png
5,1,C14,220,22.207382,22.212,Length5_Stiffnessindex1_StrengthclassC14_CCHeight220_GH_Print.png
6,1,C14,220,45.503865,45.514,Length6_Stiffnessindex1_StrengthclassC14_CCHeight220_GH_Print.png
7,1,C14,220,83.692317,83.71,Length7_Stiffnessindex1_StrengthclassC14_CCHeight220_GH_Print.png
8,1,C14,220,142.100862,142.131,Length8_Stiffnessindex1_StrengthclassC14_CCHeight220_GH_Print.png
3,3,C14,220,2.187318,2.188,Length3_Stiffnessindex3_StrengthclassC14_CCHeight220_GH_Print.png
4,3,C14,220,6.48455,6.486,Length4_Stiffnessindex3_StrengthclassC14_CCHeight220_GH_Print.png
5,3,C14,220,15.347256,15.351,Length5_Stiffnessindex3_StrengthclassC14_CCHeight220_GH_Print.png
6,3,C14,220,31.278708,31.286,Length6_Stiffnessindex3_StrengthclassC14_CCHeight220_GH_Print.png
7,3,C14,220,57.338459,57.352,Length7_Stiffnessindex3_StrengthclassC14_CCHeight220_GH_Print.png
8,3,C14,220,97.142343,97.165,Length8_Stiffnessindex3_StrengthclassC14_CCHeight220_GH_Print.png
3,8,C14,220,1.667913,1.668,Length3_Stiffnessindex8_StrengthclassC14_CCHeight220_GH_Print.png
4,8,C14,220,4.842972,4.844,Length4_Stiffnessindex8_StrengthclassC14_CCHeight220_GH_Print.png
5,8,C14,220,11.339499,11.342,Length5_Stiffnessindex8_StrengthclassC14_CCHeight220_GH_Print.png
6,8,C14,220,22.968222,22.974,Length6_Stiffnessindex8_StrengthclassC14_CCHeight220_GH_Print.png
7,8,C14,220,41.942257,41.953,Length7_Stiffnessindex8_StrengthclassC14_CCHeight220_GH_Print.png
8,8,C14,220,70.877103,70.895,Length8_Stiffnessindex8_StrengthclassC14_CCHeight220_GH_Print.png
3,16,C14,220,1.406766,1.407,Length3_Stiffnessindex16_StrengthclassC14_CCHeight220_GH_Print.png
4,16,C14,220,4.017621,4.019,Length4_Stiffnessindex16_StrengthclassC14_CCHeight220_GH_Print.png
5,16,C14,220,9.324481,9.327,Length5_Stiffnessindex16_StrengthclassC14_CCHeight220_GH_Print.png
6,16,C14,220,18.789881,18.795,Length6_Stiffnessindex16_StrengthclassC14_CCHeight220_GH_Print.png
7,16,C14,220,34.201365,34.211,Length7_Stiffnessindex16_StrengthclassC14_CCHeight220_GH_Print.png
8,16,C14,220,57.671482,57.688,Length8_Stiffnessindex16_StrengthclassC14_CCHeight220_GH_Print.png
3,27,C14,220,1.272429,1.273,Length3_Stiffnessindex27_StrengthclassC14_CCHeight220_GH_Print.png
4,27,C14,220,3.593048,3.594,Length4_Stiffnessindex27_StrengthclassC14_CCHeight220_GH_Print.png
5,27,C14,220,8.287926,8.29,Length5_Stiffnessindex27_StrengthclassC14_CCHeight220_GH_Print.png
6,27,C14,220,16.64048,16.645,Length6_Stiffnessindex27_StrengthclassC14_CCHeight220_GH_Print.png
7,27,C14,220,30.219334,30.228,Length7_Stiffnessindex27_StrengthclassC14_CCHeight220_GH_Print.png
8,27,C14,220,50.878313,50.893,Length8_Stiffnessindex27_StrengthclassC14_CCHeight220_GH_Print.png
3,43,C14,220,1.198794,1.199,Length3_Stiffnessindex43_StrengthclassC14_CCHeight220_GH_Print.png
4,43,C14,220,3.360325,3.361,Length4_Stiffnessindex43_StrengthclassC14_CCHeight220_GH_Print.png
5,43,C14,220,7.719754,7.722,Length5_Stiffnessindex43_StrengthclassC14_CCHeight220_GH_Print.png
6,43,C14,220,15.46232,15.467,Length6_Stiffnessindex43_StrengthclassC14_CCHeight220_GH_Print.png
7,43,C14,220,28.036646,28.045,Length7_Stiffnessindex43_StrengthclassC14_CCHeight220_GH_Print.png
8,43,C14,220,47.154745,47.169,Length8_Stiffnessindex43_StrengthclassC14_CCHeight220_GH_Print.png
3,64,C14,220,1.155739,1.156,Length3_Stiffnessindex64_StrengthclassC14_CCHeight220_GH_Print.png
4,64,C14,220,3.224251,3.225,Length4_Stiffnessindex64_StrengthclassC14_CCHeight220_GH_Print.png
5,64,C14,220,7.387541,7.39,Length5_Stiffnessindex64_StrengthclassC14_CCHeight220_GH_Print.png
6,64,C14,220,14.773443,14.778,Length6_Stiffnessindex64_StrengthclassC14_CCHeight220_GH_Print.png
7,64,C14,220,26.760417,26.769,Length7_Stiffnessindex64_StrengthclassC14_CCHeight220_GH_Print.png
8,64,C14,220,44.977554,44.992,Length8_Stiffnessindex64_StrengthclassC14_CCHeight220_GH_Print.png
3,0,C18,220,3.177695,3.178,Length3_Stiffnessindex0_StrengthclassC18_CCHeight220_GH_Print.png
4,0,C18,220,9.706442,9.708,Length4_Stiffnessindex0_StrengthclassC18_CCHeight220_GH_Print.png
5,0,C18,220,23.316952,23.322,Length5_Stiffnessindex0_StrengthclassC18_CCHeight220_GH_Print.png
6,0,C18,220,47.921533,47.931,Length6_Stiffnessindex0_StrengthclassC18_CCHeight220_GH_Print.png
7,0,C18,220,88.301891,88.32,Length7_Stiffnessindex0_StrengthclassC18_CCHeight220_GH_Print.png
8,0,C18,220,150.109135,150.139,Length8_Stiffnessindex0_StrengthclassC18_CCHeight220_GH_Print.png
3,1,C18,220,2.395207,2.396,Length3_Stiffnessindex1_StrengthclassC18_CCHeight220_GH_Print.png
4,1,C18,220,7.233394,7.235,Length4_Stiffnessindex1_StrengthclassC18_CCHeight220_GH_Print.png
5,1,C18,220,17.279239,17.283,Length5_Stiffnessindex1_StrengthclassC18_CCHeight220_GH_Print.png
6,1,C18,220,35.401732,35.409,Length6_Stiffnessindex1_StrengthclassC18_CCHeight220_GH_Print.png
7,1,C18,220,65.107414,65.121,Length7_Stiffnessindex1_StrengthclassC18_CCHeight220_GH_Print.png
8,1,C18,220,110.54038,110.564,Length8_Stiffnessindex1_StrengthclassC18_CCHeight220_GH_Print.png
3,3,C18,220,1.703707,1.704,Length3_Stiffnessindex3_StrengthclassC18_CCHeight220_GH_Print.png
4,3,C18,220,5.047911,5.049,Length4_Stiffnessindex3_StrengthclassC18_CCHeight220_GH_Print.png
5,3,C18,220,11.943586,11.946,Length5_Stiffnessindex3_StrengthclassC18_CCHeight220_GH_Print.png
6,3,C18,220,24.337721,24.343,Length6_Stiffnessindex3_StrengthclassC18_CCHeight220_GH_Print.png
7,3,C18,220,44.609968,44.62,Length7_Stiffnessindex3_StrengthclassC18_CCHeight220_GH_Print.png
8,3,C18,220,75.572644,75.59,Length8_Stiffnessindex3_StrengthclassC18_CCHeight220_GH_Print.png
3,8,C18,220,1.299725,1.3,Length3_Stiffnessindex8_StrengthclassC18_CCHeight220_GH_Print.png
4,8,C18,220,3.771128,3.772,Length4_Stiffnessindex8_StrengthclassC18_CCHeight220_GH_Print.png
5,8,C18,220,8.826441,8.829,Length5_Stiffnessindex8_StrengthclassC18_CCHeight220_GH_Print.png
6,8,C18,220,17.87401,17.879,Length6_Stiffnessindex8_StrengthclassC18_CCHeight220_GH_Print.png
7,8,C18,220,32.635145,32.644,Length7_Stiffnessindex8_StrengthclassC18_CCHeight220_GH_Print.png
8,8,C18,220,55.144124,55.158,Length8_Stiffnessindex8_StrengthclassC18_CCHeight220_GH_Print.png
3,16,C18,220,1.096611,1.097,Length3_Stiffnessindex16_StrengthclassC18_CCHeight220_GH_Print.png
4,16,C18,220,3.129188,3.13,Length4_Stiffnessindex16_StrengthclassC18_CCHeight220_GH_Print.png
5,16,C18,220,7.259205,7.261,Length5_Stiffnessindex16_StrengthclassC18_CCHeight220_GH_Print.png
6,16,C18,220,14.624189,14.628,Length6_Stiffnessindex16_StrengthclassC18_CCHeight220_GH_Print.png
7,16,C18,220,26.614451,26.622,Length7_Stiffnessindex16_StrengthclassC18_CCHeight220_GH_Print.png
8,16,C18,220,44.873085,44.886,Length8_Stiffnessindex16_StrengthclassC18_CCHeight220_GH_Print.png
3,27,C18,220,0.992126,0.992,Length3_Stiffnessindex27_StrengthclassC18_CCHeight220_GH_Print.png
4,27,C18,220,2.798965,2.8,Length4_Stiffnessindex27_StrengthclassC18_CCHeight220_GH_Print.png
5,27,C18,220,6.452996,6.455,Length5_Stiffnessindex27_StrengthclassC18_CCHeight220_GH_Print.png
6,27,C18,220,12.952433,12.956,Length6_Stiffnessindex27_StrengthclassC18_CCHeight220_GH_Print.png
7,27,C18,220,23.517316,23.524,Length7_Stiffnessindex27_StrengthclassC18_CCHeight220_GH_Print.png
8,27,C18,220,39.58951,39.601,Length8_Stiffnessindex27_StrengthclassC18_CCHeight220_GH_Print.png
3,43,C18,220,0.934854,0.935,Length3_Stiffnessindex43_StrengthclassC18_CCHeight220_GH_Print.png
4,43,C18,220,2.617958,2.619,Length4_Stiffnessindex43_StrengthclassC18_CCHeight220_GH_Print.png
5,43,C18,220,6.011085,6.013,Length5_Stiffnessindex43_StrengthclassC18_CCHeight220_GH_Print.png
6,43,C18,220,12.036086,12.04,Length6_Stiffnessindex43_StrengthclassC18_CCHeight220_GH_Print.png
7,43,C18,220,21.81967,21.826,Length7_Stiffnessindex43_StrengthclassC18_CCHeight220_GH_Print.png
8,43,C18,220,36.6934,36.705,Length8_Stiffnessindex43_StrengthclassC18_CCHeight220_GH_Print.png
3,64,C18,220,0.901367,0.902,Length3_Stiffnessindex64_StrengthclassC18_CCHeight220_GH_Print.png
4,64,C18,220,2.512122,2.513,Length4_Stiffnessindex64_StrengthclassC18_CCHeight220_GH_Print.png
5,64,C18,220,5.752697,5.754,Length5_Stiffnessindex64_StrengthclassC18_CCHeight220_GH_Print.png
6,64,C18,220,11.500293,11.504,Length6_Stiffnessindex64_StrengthclassC18_CCHeight220_GH_Print.png
7,64,C18,220,20.827047,20.833,Length7_Stiffnessindex64_StrengthclassC18_CCHeight220_GH_Print.png
8,64,C18,220,35.00003,35.011,Length8_Stiffnessindex64_StrengthclassC18_CCHeight220_GH_Print.png
3,0,C22,220,2.85722,2.858,Length3_Stiffnessindex0_StrengthclassC22_CCHeight220_GH_Print.png
4,0,C22,220,8.730988,8.733,Length4_Stiffnessindex0_StrengthclassC22_CCHeight220_GH_Print.png
